Type_of_crack,Crack_length,a,b,t_b,Type_of_BCs,kx,ky
0,0.838734514623068,1.48429371117375,1,0.0582019344684267,1,7.56938338901924,8.80784847429435
0,0.280916076518793,1.93038819569141,1,0.00895075332960953,0,29.0295356182431,48.5655515019888
1,0.764026169365149,1.02116265970551,1,0.0349206537346478,1,20.5413694098667,46.1287928832345
0,0.893073972065845,1.35909432434778,1,0.0139371603776454,1,1.48442295555416,24.4352248019913
0,0.113076297984172,1.11636604805535,1,0.0770911049331744,1,42.7686315573958,1.67114067998675
0,0.590519207254561,1.33739262154997,1,0.0325580830707462,1,8.18726311493432,17.4945012066097
1,0.644692443933655,1.94227227005802,1,0.0576016683228722,0,22.3416409076538,16.0908653683717
1,0.735909842956925,1.62569241246391,1,0.0326821281939416,1,8.00707324126841,4.45249234729706
1,0.207600557658044,1.36041659650463,1,0.060254455057792,0,21.0573726190205,9.8051865927688
0,0.626064566340346,1.39302318688222,1,0.0218219704694314,0,4.17870852682346,28.5267277034155
0,0.139420141025408,1.60099734098587,1,0.0286301470309873,0,17.8020755292379,33.5378108956457
0,0.424069857173591,1.08340485033898,1,0.0212988708000583,1,26.3798316156523,48.826340199832
0,0.153626936000317,1.61482993080741,1,0.0789908360525741,0,38.9489432622565,45.7008542504986
1,0.455420028884052,1.57224127163197,1,0.0899669534816434,0,10.1779018641332,24.7810379185499
0,0.650134159486414,1.65587316941034,1,0.0217462181660559,0,44.0502132520296,14.1926785291484
1,0.556101504893037,1.30108253558449,1,0.038853094402355,1,10.6030148057815,26.1858755162009
0,0.587091958206339,1.81712307866064,1,0.092941725110037,0,2.51780902406926,5.83278774710709
0,0.235137472149245,1.65183684824455,1,0.0231462057685896,1,10.5924523633873,10.7268336134567
1,0.620747309623043,1.42691276487716,1,0.0620769968223418,0,25.5680032973895,22.0067585904258
1,0.102626281897067,1.65119129910189,1,0.0237635625151127,0,45.6013917595657,31.1089011396674
1,0.115795259749258,1.21749109362615,1,0.00270228631838216,0,7.24988094392606,16.5978368365323
0,0.147267067899091,1.44514350291535,1,0.0766163078306403,1,22.9330841195238,6.09308787020585
1,0.428172191521125,1.19230167778044,1,0.0948455424448607,0,18.9841885278135,25.2195258821753
0,0.358080274237875,1.17899777814368,1,0.0288399949711933,0,24.3548809584867,3.59750280535313
0,0.707972542586737,1.64449453364071,1,0.0392959569678724,1,26.4708528628968,24.8869636454727
0,0.503529823554389,1.88688981640264,1,0.0479123222409492,1,30.1768047359096,30.2842609490352
0,0.695469089329315,1.53524636367529,1,0.0400197924758093,0,29.1914823120678,33.156036845181
0,0.841700497154178,1.23153201513535,1,0.080631556971822,1,32.2818284532604,45.2336524656966
0,0.80586668092947,1.29612879005526,1,0.0614445428946899,1,1.50162274945985,46.8580536945094
0,0.764708542675592,1.96825369897536,1,0.0995620745807184,0,24.320673407143,15.7176896696656
1,0.807962211246015,1.85988393762289,1,0.0070827043105566,1,40.7182324958549,36.1912545509358
0,0.327819314288166,1.6854757096634,1,0.0790814311926578,1,9.65947241148335,26.4503084707066
0,0.246553870152581,1.89030474051347,1,0.05701924656327,0,49.5872589906428,21.531800700814
1,0.528573125186129,1.72500592087964,1,0.0254876809067615,1,47.0419414990757,27.1867164232502
1,0.494462440382612,1.13855022477275,1,0.0642240078449783,1,32.2268397529369,33.1226476223962
0,0.185346933958341,1.80880155399405,1,0.046992181911873,0,39.3620621071031,6.54593345533738
0,0.134749403032237,1.59796053098073,1,0.0203997742911526,1,20.9349790617558,28.2233969029407
1,0.5009402781002,1.67819459699472,1,0.0329764922223565,1,16.3106893574035,43.7361482801248
0,0.763428655978494,1.90965707068026,1,0.0724580001851438,1,3.99038668483965,30.2187314271125
0,0.789093746522569,1.11303052953448,1,0.022557045665349,1,13.9309143268801,3.50236888221596
0,0.280383665082934,1.2712253031385,1,0.0992615896310401,0,5.56723794706239,16.846670834716
1,0.762868086174158,1.40562717824365,1,0.0466828251899241,0,44.9000273584996,11.9262331879926
0,0.831921348746231,1.1568510979655,1,0.0508378256986489,0,7.45168235725461,1.38206613004351
0,0.300259362525391,1.72078476602089,1,0.0848724668701873,1,35.719938589336,7.85685146677819
1,0.491391159592207,1.25193766946358,1,0.0281819684929413,0,43.6405412583063,46.0707429194404
1,0.579692972437894,1.31234208423905,1,0.0338466231996449,0,28.0075443128024,0.391782100784998
0,0.148517168363999,1.92632010130334,1,0.0598216850161651,0,20.1778862657575,6.70865801567342
0,0.705514393124367,1.49077874957507,1,0.0106296706131419,0,31.4641010400789,9.83053215123969
1,0.410573224989047,1.94291849571647,1,0.0626622163037529,1,13.9960309506695,1.45531097176174
1,0.731205148624427,1.14350317700937,1,0.0980715072545835,0,25.1794973062538,19.8702591100791
0,0.383470899477637,1.01642024476783,1,0.0262637990336617,1,27.2711384712919,27.862000483723
1,0.563583326097559,1.43871245234068,1,0.00342127849790887,0,19.3150884446318,32.7213972004484
1,0.785107766435923,1.15287572635012,1,0.0482577802740351,1,31.8903761097946,48.0086775007769
0,0.521265115564414,1.62107688956372,1,0.00220764267713734,1,36.9551469732639,42.583088457214
1,0.236185250078752,1.96719622409652,1,0.00161419412252113,0,41.4403567857453,9.44983654603354
0,0.220465549290064,1.12520073161092,1,0.0953404394850252,1,25.9869935577108,1.41875493637348
1,0.524360796080064,1.35370439828845,1,0.0769656027301464,0,11.1179601760695,7.05226020740955
1,0.683442180888542,1.63697509872128,1,0.00412300878023977,1,18.2664400456096,29.8289693349015
1,0.619010620632265,1.53947676032957,1,0.0289075536531482,1,9.33506623788807,10.4988830750054
0,0.50751045808629,1.31618204176218,1,0.0740165956872267,0,12.0245250685641,6.24597492718835
0,0.103091822088697,1.67078152800042,1,0.0313584319061101,1,49.2167044844255,15.7505262953644
0,0.855119175065327,1.50484626653244,1,0.0494471033299636,1,35.5567425804255,0.476966104262566
0,0.67580460635622,1.03118377288001,1,0.0857444580035392,0,9.7662546195529,45.3625904798904
0,0.611429023198844,1.8511600224348,1,0.0298536242354422,1,4.13567655732816,5.27702984379026
0,0.638282500003376,1.02356651580248,1,0.0523325115304376,1,40.1721236496685,27.9471502802986
1,0.612321284923976,1.06147767339784,1,0.0785175114656858,0,42.823996600294,4.20983756226307
1,0.758230681816685,1.45863847894825,1,0.0392236410321877,1,49.4731480073025,23.4190282057386
0,0.471159452084017,1.09859924634698,1,0.0633154856509431,0,44.0683587367106,10.0904779956253
1,0.793033065694943,1.50376985103078,1,0.056479769570672,1,4.62992451444494,16.2854612018603
1,0.723747638361678,1.35134466609293,1,0.0827733053260594,0,20.5308384684152,4.72522082801085
0,0.671632166729418,1.3439894233194,1,0.0153992502248932,0,18.3829414592715,5.18133238886305
1,0.555322286115983,1.33282552479203,1,0.0256236935395943,0,33.4086256645304,11.1858222536404
1,0.273608627367741,1.76131631982669,1,0.0137294545905914,1,12.1109129682609,24.3142924258935
1,0.32963413357052,1.31880396041675,1,0.0778403128522399,0,33.4252214131225,38.5885315003759
0,0.596927418068591,1.91417519662133,1,0.0674380153834695,1,33.8934203749617,27.6096267562009
1,0.745745606796193,1.29685615961844,1,0.0465694998115773,1,34.9140834003762,10.070235718056
1,0.626913129498437,1.08160953576443,1,0.0460922261135595,0,0.117671255923209,38.259734774821
0,0.624578515815392,1.02701137295969,1,0.0858955413961559,0,15.6492896946639,39.8039660875177
1,0.69054571409175,1.5782754310296,1,0.0148016241929,0,0.355579853775173,42.0030095634869
1,0.839123914180141,1.70973260150473,1,0.0893901419588025,1,47.8317480208022,39.8380507616429
1,0.128160366236476,1.74160013410062,1,0.00966598694705627,1,27.1688100475048,33.5999010416262
1,0.220072230267019,1.85213865819909,1,0.0694654835822575,0,26.6451275347372,5.11612338882402
0,0.397538889968745,1.27568512946019,1,0.0871848718624881,1,19.4988093739666,8.81955501938454
0,0.271053017102206,1.27467568979891,1,0.00595052040024573,1,22.7757491989418,37.6063740885696
0,0.449983527780504,1.8622037127396,1,0.0719763326141848,0,20.5646515566371,24.9058182547522
0,0.437265539718107,1.19294147863931,1,0.0512553071606175,1,8.82284600921897,22.5518837972917
1,0.207459229180262,1.45583803957662,1,0.0013269868897469,0,30.6960029279615,46.7696894645175
0,0.786554605130038,1.48751843904269,1,0.0706014536485524,1,40.4253042522589,47.6313556181961
1,0.71795671712399,1.37975113968666,1,0.0816306273222036,0,49.535494131725,47.7909589743149
0,0.685800081968967,1.0629738110298,1,0.0134902821799203,0,31.4113915072457,3.81930929837305
1,0.45958354461459,1.2548752275608,1,0.0670935741165945,0,25.8353241452807,9.12760566544357
1,0.437622711930789,1.24343997431696,1,0.0932410891846291,1,22.4040789791171,6.40976538286768
1,0.732890714802993,1.94839039241247,1,0.0501401581007173,1,8.34246210273075,20.3678439256654
0,0.786707586495612,1.83970091939908,1,0.0456369828498316,1,18.0328398311052,39.9371122070968
1,0.37414592208424,1.01890478106986,1,0.0391163008228286,1,3.85097657129459,45.1197828030787
1,0.14185989751905,1.9758730043239,1,0.0543754353447585,1,47.3202416505595,16.1787177835132
0,0.82607793922823,1.05523208499475,1,0.0143846061016893,0,43.6124528617589,0.530245520479226
1,0.430917341063989,1.47178535655666,1,0.0551898355872134,0,46.8490926061482,20.4352924233194
0,0.623208518484512,1.66686091762721,1,0.0682934615780396,1,35.1340156007445,21.1814637082815
1,0.89887806932434,1.28810644446099,1,0.0644181349074726,1,29.9478027310135,31.8166114402036
0,0.791303524243246,1.79805395883147,1,0.026295925482958,0,14.6300512914106,21.894477420543
1,0.474498192761859,1.92590126141527,1,0.084757018072241,0,5.34114038199073,27.0207818097405
1,0.678653951920681,1.64196931515235,1,0.0608109521440846,0,15.1524515982621,40.7736030643147
0,0.856889145220168,1.55279034193903,1,0.0859645086105476,1,49.0486223773177,9.78998773221917
1,0.19839380460173,1.89623252687065,1,0.07986639146743,1,13.7103551783774,39.5837102831504
1,0.160437892471203,1.93206757572189,1,0.0516969886584277,0,7.30895520531752,36.0652704612192
1,0.273082311783763,1.78493203565515,1,0.0247650992050607,0,17.3444886798407,19.420823032415
1,0.109845045306311,1.16074483070473,1,0.0270836109746275,0,8.27638341417791,34.8647233624591
0,0.893662395875803,1.95479054700156,1,0.0937547975763918,0,40.6898582644144,23.4539434222596
0,0.51271707585131,1.91698493496208,1,0.0194525834234558,1,3.82764935773165,26.0868821421846
0,0.268730011504256,1.33057904735045,1,0.0176566474942439,1,16.1568706131782,2.98266691037787
1,0.546746781773004,1.73319591379618,1,0.0590087892185463,0,19.8190263985342,13.9060373398198
1,0.563257357284505,1.45875014289721,1,0.0481648357483241,1,17.2179548836854,1.05992769216508
0,0.430227997570004,1.04286454526466,1,0.0860123872561682,1,47.2709191680729,22.5132332094848
0,0.200841740202143,1.01742409865549,1,0.0686344143777119,1,0.236241183748256,1.32301865145688
1,0.478967909229812,1.59673193290415,1,0.0304064574501722,1,23.2174041593804,0.308029399650628
1,0.321158348773525,1.87202142071404,1,0.0354452046618141,0,46.976949765872,7.45607450908423
0,0.403500631662992,1.10166469976082,1,0.0137623541219524,1,15.1050057989663,25.2751623454166
1,0.230150603330676,1.42734817795343,1,0.0977171288712636,0,11.4624060653601,49.9014307238427
1,0.629728375071495,1.0914474337845,1,0.0968742460724916,1,36.8879897702843,42.6540074003122
1,0.889613975622763,1.73639394801654,1,0.0259052809513211,1,36.4951579338182,29.3449499997203
0,0.838472531698977,1.25603789201371,1,0.00988567533371606,0,11.1870484953796,11.0646357858501
1,0.251256378604604,1.5244856877652,1,0.067490340493517,0,39.5482531053594,1.00347691805782
0,0.268287448014919,1.12427980353054,1,0.0938091088925751,1,27.1494475508254,29.8150386211212
1,0.438191858847581,1.8062341722125,1,0.0470546529377682,0,27.7020457949686,41.9007806503329
0,0.842138593688235,1.92918659447564,1,0.0740436553411756,1,5.90373145134528,19.487663199104
0,0.868171018261145,1.57952221133806,1,0.0359699158854939,0,1.75238396246769,16.9503680941377
0,0.899234780595329,1.5715706494356,1,0.0151135788675288,1,6.12529068616368,1.04875369451723
0,0.346915014368788,1.05664786643475,1,0.0895567804193422,1,7.20475274220603,6.27628621675481
0,0.451968374536195,1.01348235928159,1,0.0651282418741584,1,31.3984844208932,11.651222188953
1,0.521809249309729,1.82025216649279,1,0.0649604844448349,1,35.8182569669267,34.202057716467
1,0.446496848583781,1.58971117701877,1,0.0141806423049324,1,46.9566301896647,33.8074109941933
0,0.336307631313396,1.497729753659,1,0.0311139728902888,0,35.2147508991173,15.3207343330062
0,0.118456080658784,1.30732917542262,1,0.00833164510460717,0,49.6682546501904,13.2198267113038
1,0.221511697949305,1.02374972353317,1,0.0109173906703646,1,3.03350406192467,19.1871695205755
0,0.454774586011579,1.9160703860908,1,0.0215164742603915,0,15.3685896849202,36.5370006911825
1,0.601468890968774,1.60413774472192,1,0.0215959404099276,0,32.1237178841353,40.6777358899421
0,0.850783824676581,1.9999044669662,1,0.0797857351093347,1,21.1035743720545,22.9926263684156
1,0.568805636680859,1.69419653629057,1,0.0126183780152527,0,18.4196165933704,44.6338817414424
1,0.118894953665963,1.81391998613675,1,0.0339806755192505,1,20.2855418492474,48.7138724343657
1,0.459266468583271,1.05987001911827,1,0.0699408433660131,1,27.8413551538237,8.56686333527523
0,0.266596789901482,1.7459128425741,1,0.050083777675774,1,31.3301793637372,28.4663270869295
1,0.50802439299966,1.78251630735351,1,0.0473422115566252,0,39.9037538570298,30.4292949683372
1,0.742185071086262,1.02304520046232,1,0.00872566005012217,0,43.2298426333851,1.70043153120023
1,0.216531916349312,1.53575397987757,1,0.0431074276866471,1,16.0094725328806,15.154833942941
1,0.169420465084699,1.22523395086953,1,0.0716471620500903,0,37.6326087709337,41.3019091193854
1,0.795498218450614,1.88860622206238,1,0.0829068789787519,1,6.87760543201918,5.44409802035982
0,0.158651667669557,1.32981597709453,1,0.0577139459524264,0,36.8552091874286,33.2795510802738
0,0.167577784841963,1.60289715123261,1,0.0612032119110494,1,12.0373712377166,43.4437194592525
1,0.476096852406166,1.69956437393786,1,0.0606059004217025,1,48.3091797365347,24.4913999455208
0,0.843182366171291,1.03495902975595,1,0.0179778961388156,0,21.3158172112338,8.43526531303772
1,0.4769369648163,1.64146449809743,1,0.0669221708856903,0,2.25682098093698,37.20842639295
1,0.164315015733416,1.12213963475749,1,0.0782976167111531,0,42.1684901095145,1.76445585474913
1,0.1540573389079,1.66835764567635,1,0.0329241700868604,0,35.1059971047464,46.5219108193247
1,0.485360835458224,1.59123821238631,1,0.0870202753540247,0,30.7056576855771,45.0968261956718
1,0.396789682627953,1.89104580292658,1,0.042314967952771,1,4.44313843018438,22.1080900316009
0,0.882485575241758,1.13085508848469,1,0.0573166821466722,1,32.4425448670833,5.45858689191908
1,0.432590321408898,1.45189951243518,1,0.0753732980240149,1,36.9379215833735,4.04655952739969
1,0.814940252659431,1.47773717980616,1,0.0600527537008599,0,11.5083812331023,3.46079324419695
0,0.149463583582248,1.63175086283045,1,0.0546414736829724,0,43.088116622084,27.3202011335143
1,0.448835905134527,1.85770601776271,1,0.030774150888651,0,36.0900667780184,31.1364496929081
1,0.501669023281878,1.9268865389387,1,0.0147135287840018,1,12.7310813329592,28.6714557682685
0,0.397689559792291,1.88369491864597,1,0.0934155988094681,0,6.0093183812004,12.9346465771912
1,0.208482155753439,1.43217662798731,1,0.0235829894437822,0,27.9344160492131,10.7457109270114
1,0.617809800280269,1.80225809396202,1,0.0807390633149423,1,17.1514753048241,9.77970495196193
1,0.720728526575039,1.00134052095306,1,0.0602300544605885,1,6.02031464994263,22.142370418802
0,0.764363278384646,1.31941060048075,1,0.0765530228130134,0,19.5329067697186,2.440645565774
0,0.750929545833988,1.99893880217444,1,0.032403324546774,0,11.048094210985,8.3147980101089
0,0.500340505129368,1.79140846314142,1,0.0549119965766113,0,44.0435438833445,31.0671307057537
1,0.247186801750433,1.21582983131871,1,0.0170771999216997,0,46.2375549496271,35.0202565946883
0,0.817870572915328,1.36911323222206,1,0.0462738416449478,1,2.41726058476721,42.7079445566197
0,0.510799588752733,1.20354481015974,1,0.00473035897855918,1,31.6847037674449,9.56909897468595
0,0.541490834947723,1.3789449578846,1,0.0777573233038544,0,7.69243183874414,17.4738179871894
1,0.575865065513674,1.39336642147432,1,0.0260092053642545,0,6.10096056454827,17.2632786707555
0,0.347606902929888,1.79249180721751,1,0.0110477235136116,0,44.6281593250295,43.3279637118984
1,0.651014150250275,1.13977480030003,1,0.0751987958503173,0,16.1060668968082,18.3462059559623
0,0.31286756623588,1.00413772819655,1,0.0999984990484667,0,43.6624781976309,19.5125373636102
